"plot_ID" "species_1" "species_2" "species_3" "heigth_A" "heigth_B" "heigth_C" "heigth_D" "PAR_sup" "PAR_inf" "treatment" "date" "PAR_start" "PAR_end" "first_flower" "pheno_sp1" "pheno_sp2" "pheno_sp3" "season" "mean_height" "PAR_diff"
"345" 53 "Fr" NA NA 21 0 26.5 29 192 83 "control" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 19.125 109
"346" 53 "Fr" NA NA 27 32 41 39.5 192 32 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 34.875 160
"347" 54 "Hl" NA NA 36.5 40 0 0 192 25 "control" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 19.125 167
"348" 54 "Hl" NA NA 0 0 39 42 192 10.3 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 20.25 181.7
"349" 55 "Lp" NA NA 27 0 0 13.5 190 115 "control" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 10.125 75
"350" 55 "Lp" NA NA 21.5 14 17.5 22 190 54 "nitrogen" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 18.75 136
"351" 56 "Pm" NA NA 5.5 3 0 4 190 190 "control" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 3.125 0
"352" 56 "Pm" NA NA 10.5 9.5 10 11 190 122 "nitrogen" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 10.25 68
"353" 57 "Pt" NA NA 14.5 18.5 0 10 193 183 "control" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 10.75 10
"354" 57 "Pt" NA NA 23.5 22 34 32.5 193 18.5 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 28 174.5
"355" 58 "Be" NA NA 22 0 20 19.5 193 165 "control" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 15.375 28
"356" 58 "Be" NA NA 0 30.5 20 23.5 193 17.2 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 18.5 175.8
"357" 59 "Ra" NA NA 17.5 12 22 24.5 193 17 "control" 2020-05-11 "11h00" "12h30" 1 NA NA NA "spring_2022" 19 176
"358" 59 "Ra" NA NA 20 18.5 21 33.5 193 2.8 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 23.25 190.2
"359" 60 "To" NA NA 15 16.5 0 20 192 23 "control" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 12.875 169
"360" 60 "To" NA NA 18.5 19.5 16.5 15.5 182 103 "nitrogen" 2020-05-11 "11h00" "12h30" 0 NA NA NA "spring_2022" 17.5 79
"361" 1 "To" "Dc" "Ra" 13.5 12 0 0 188 19 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 6.375 169
"362" 1 "To" "Dc" "Ra" 18 20 30.5 29 188 1.8 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 24.375 186.2
"363" 2 "Cb" "Dc" "Pg" 8 11 8 14.5 185 24 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 10.375 161
"364" 2 "Cb" "Dc" "Pg" 17.5 18 14 17.5 185 8.1 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 16.75 176.9
"365" 3 "Fr" "Hl" "Ra" 20 21.5 22 29 184 87 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 23.125 97
"366" 3 "Fr" "Hl" "Ra" 33 31 33.5 46.5 184 0.6 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 36 183.4
"367" 4 "Lp" "Pt" "Dc" 40 34 41 21 185 43 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 34 142
"368" 4 "Lp" "Pt" "Dc" 33 33 29 35.5 185 23 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 32.625 162
"369" 5 "Be" "Hl" "Dc" 0 16 17.5 26.5 185 72 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 15 113
"370" 5 "Be" "Hl" "Dc" 39.5 31 34.5 39 185 9.8 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 36 175.2
"371" 6 "Fr" "To" "Ra" 21.5 25 9 32.5 183 70 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 22 113
"372" 6 "Fr" "To" "Ra" 61 66 36 53.5 183 0.9 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 54.125 182.1
"373" 7 "Lp" "Cb" "Sp" 23.5 22 9 18 181 113 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 18.125 68
"374" 7 "Lp" "Cb" "Sp" 33 34 45 32.5 181 1.3 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 36.125 179.7
"375" 8 "Pt" "Dc" "Sp" 9.5 8 4 12.5 181 70 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 8.5 111
"376" 8 "Pt" "Dc" "Sp" 14 12.5 17 28 181 2.4 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 17.875 178.6
"377" 9 "Fr" "Pt" "Pm" 28 18 30 31 183 76 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 26.75 107
"378" 9 "Fr" "Pt" "Pm" 45 39.5 37 47.5 183 9.3 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 42.25 173.7
"379" 10 "Be" "To" "Dc" 32.5 29 22 24.5 181 31 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 27 150
"380" 10 "Be" "To" "Dc" 29 32.5 38 33 181 6.6 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 33.125 174.4
"381" 11 "Pt" "Cb" "Sp" 0 6 12.5 17 183 12.3 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 8.875 170.7
"382" 11 "Pt" "Cb" "Sp" 22.5 18 22.5 0 183 44 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 15.75 139
"383" 12 "Be" "Fr" "Dc" 23 21.5 50 41.5 177 18.2 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 34 158.8
"384" 12 "Be" "Fr" "Dc" 21 39 33 0 177 6.5 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 23.25 170.5
"385" 13 "Be" "Hl" "To" 20 40 0 31 185 60 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 22.75 125
"386" 13 "Be" "Hl" "To" 0 0 36.5 37.5 185 4.4 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 18.5 180.6
"387" 14 "Sp" "Ra" "Pm" 5 11 0 6 185 100 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 5.5 85
"388" 14 "Sp" "Ra" "Pm" 26 24 24 24 185 1.6 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 24.5 183.4
"389" 15 "Be" "Pg" "Ra" 23 11.5 19.5 11.5 185 17.1 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 16.375 167.9
"390" 15 "Be" "Pg" "Ra" 30 27 26 24 185 1.3 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 26.75 183.7
"391" 16 "Be" "Pt" "Pm" 18.5 23 0 20 183 81 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 15.375 102
"392" 16 "Be" "Pt" "Pm" 12 21.5 27 20 183 7.2 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 20.125 175.8
"393" 17 "Be" "Pt" "To" 12 15 13 0 183 58 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 10 125
"394" 17 "Be" "Pt" "To" 32 19.5 11.5 14 183 7.6 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 19.25 175.4
"395" 18 "Be" "Cb" "Ra" 17.5 11 15.5 11 183 22 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 13.75 161
"396" 18 "Be" "Cb" "Ra" 24.5 23 18 26.5 183 0.1 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 23 182.9
"397" 19 "Cb" "To" "Ra" 17 11 9 11.5 181 19.7 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 12.125 161.3
"398" 19 "Cb" "To" "Ra" 22.5 24 0 28.5 181 2.8 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 18.75 178.2
"399" 20 "Pt" "Dc" "Pg" 0 10 4 11 181 180 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 6.25 1
"400" 20 "Pt" "Dc" "Pg" 11 22 12.5 11 181 42 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 14.125 139
"401" 21 "Pt" "Cb" "Ra" 15 12.5 9.5 11.5 181 110 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 12.125 71
"402" 21 "Pt" "Cb" "Ra" 20.5 22 20 25 181 1.1 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 21.875 179.9
"403" 22 "Cb" "To" "Pm" 6 3 0 0 181 157 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 2.25 24
"404" 22 "Cb" "To" "Pm" 19 9 9.5 0 181 12.3 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 9.375 168.7
"405" 23 "Lp" "To" "Ra" 40 17 26 41 180 90 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 31 90
"406" 23 "Lp" "To" "Ra" 45 48.5 44.5 48 180 0.5 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 46.5 179.5
"407" 24 "Be" "Pt" "Pg" 21 31 20.5 27.5 180 5.2 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 25 174.8
"408" 24 "Be" "Pt" "Pg" 24 26 24.5 37 180 15.1 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 27.875 164.9
"409" 25 "Be" "Ra" "Pm" 25.5 15 18 18 181 22 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 19.125 159
"410" 25 "Be" "Ra" "Pm" 27 31 33 33.5 181 2.1 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 31.125 178.9
"411" 26 "Fr" "Hl" "To" 45 23 69.5 0 181 135 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 34.375 46
"412" 26 "Fr" "Hl" "To" 41 41 38.5 59 181 53 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 44.875 128
"413" 27 "Hl" "Sp" "Pg" 23.5 24 42 7 181 50 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 24.125 131
"414" 27 "Hl" "Sp" "Pg" 13 11 8.5 35.5 181 13.2 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 17 167.8
"415" 28 "Fr" "Hl" "Dc" 16 0 0 38.5 181 38 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 13.625 143
"416" 28 "Fr" "Hl" "Dc" 65.5 45.5 40.5 55 181 8.3 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 51.625 172.7
"417" 29 "Hl" "Lp" "Ra" 20.5 20 42 16 180 17 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 24.625 163
"418" 29 "Hl" "Lp" "Ra" 38 26 52 44 180 1.9 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 40 178.1
"419" 30 "Fr" "Ra" "Pm" 19 0 6 16 180 80 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 10.25 100
"420" 30 "Fr" "Ra" "Pm" 53 39.5 21.5 51 180 0.7 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 41.25 179.3
"421" 31 "Pt" "Pg" "Ra" 21.5 18 21.5 22 180 5.9 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 20.75 174.1
"422" 31 "Pt" "Pg" "Ra" 40.5 41 31.5 33.5 180 0.3 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 36.625 179.7
"423" 32 "Be" "Pt" "Sp" 14.5 4 22 14 179 23 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 13.625 156
"424" 32 "Be" "Pt" "Sp" 16 15.5 8 15.5 179 17.1 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 13.75 161.9
"425" 33 "Be" "Sp" "Ra" 8 4 12 4.5 178 154 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 7.125 24
"426" 33 "Be" "Sp" "Ra" 31.5 35.5 26 25 178 0.8 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 29.5 177.2
"427" 34 "Fr" "Pt" "Sp" 41 50 13.5 35.5 178 23 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 35 155
"428" 34 "Fr" "Pt" "Sp" 53.5 46.5 47.5 54 178 0.9 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 50.375 177.1
"429" 35 "Hl" "Pt" "Ra" 13 17.5 29 12 174 22 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 17.875 152
"430" 35 "Hl" "Pt" "Ra" 27.5 56.5 30.5 51.5 174 4.4 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 41.5 169.6
"431" 36 "Fr" "To" "Dc" 35 38.5 52 26.5 176 10.2 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 38 165.8
"432" 36 "Fr" "To" "Dc" 50.5 58 53 42.5 176 5.6 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 51 170.4
"433" 37 "Lp" "Cb" "Pg" 32 4.5 0 30 178 14.9 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 16.625 163.1
"434" 37 "Lp" "Cb" "Pg" 6 0 55 0 178 4 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 15.25 174
"435" 38 "Hl" "Pg" "Pm" 15 39 32.5 8 175 53 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 23.625 122
"436" 38 "Hl" "Pg" "Pm" 56 57 34 24.5 175 2.7 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 42.875 172.3
"437" 39 "Be" "Fr" "To" 6 22.5 24.5 18.5 174 76 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 17.875 98
"438" 39 "Be" "Fr" "To" 11 21 26 23.5 174 25 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 20.375 149
"439" 40 "Cb" "Ra" "Pm" 13 11 10.5 10.5 175 18 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 11.25 157
"440" 40 "Cb" "Ra" "Pm" 40.5 19 24 24.5 175 0.9 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 27 174.1
"441" 41 "Fr" "Pt" "Cb" 0 0 12.5 16 175 113 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 7.125 62
"442" 41 "Fr" "Pt" "Cb" 33.5 0 30.5 45.5 175 4.2 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 27.375 170.8
"443" 42 "Be" "Hl" "Pt" 30.5 0 43.5 42 176 110 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 29 66
"444" 42 "Be" "Hl" "Pt" 57 67 0 44.5 176 4.6 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 42.125 171.4
"445" 43 "Lp" "Cb" "Dc" 34 5.5 15 29 174 110 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 20.875 64
"446" 43 "Lp" "Cb" "Dc" 18 0 15.5 30 174 8 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 15.875 166
"447" 44 "Lp" "Cb" "Ra" 31 20.5 25 34.5 176 91 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 27.75 85
"448" 44 "Lp" "Cb" "Ra" 47 29.5 27 28 176 3.5 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 32.875 172.5
"449" 45 "Fr" "Hl" "Sp" 45 30 47.5 65 173 76 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 46.875 97
"450" 45 "Fr" "Hl" "Sp" 61.5 76.5 46 67 173 6.2 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 62.75 166.8
"451" 46 "Be" "Lp" "Dc" 42 14 39 45 173 21 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 35 152
"452" 46 "Be" "Lp" "Dc" 42 49.5 38 39 173 6 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 42.125 167
"453" 47 "Fr" "Lp" "Pt" 38.5 44.5 40 0 170 21 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 30.75 149
"454" 47 "Fr" "Lp" "Pt" 49 46 48.5 54 170 14.5 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 49.375 155.5
"455" 48 "Pg" "Ra" "Pm" 18.5 12 14 20 170 11.6 "control" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 16.125 158.4
"456" 48 "Pg" "Ra" "Pm" 30.5 34 54 34.5 170 0.5 "nitrogen" 2020-05-18 "11h00" "12h30" NA NA NA NA "spring_2022" 38.25 169.5
"457" 49 "Pg" NA NA 4 6 5 3 181 181 "control" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 4.5 0
"458" 49 "Pg" NA NA 12 3 9.5 13 181 10.8 "nitrogen" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 9.375 170.2
"459" 50 "Sp" NA NA 6 2 5.5 4.5 185 117 "control" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 4.5 68
"460" 50 "Sp" NA NA 0 14 11 11 185 2.9 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 9 182.1
"461" 51 "Cb" NA NA 7 6 0 0 185 185 "control" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 3.25 0
"462" 51 "Cb" NA NA 20.5 15.5 8 17 185 3.9 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 15.25 181.1
"463" 52 "Dc" NA NA 0 0 12 0 189 186 "control" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 3 3
"464" 52 "Dc" NA NA 0 0 0 0 189 189 "nitrogen" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 0 0
"465" 53 "Fr" NA NA 28.5 29 30 29.5 189 48 "control" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 29.25 141
"466" 53 "Fr" NA NA 33 38 39 0 189 14 "nitrogen" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 27.5 175
"467" 54 "Hl" NA NA 0 40 0 16 190 25 "control" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 14 165
"468" 54 "Hl" NA NA 0 0 49 0 190 11 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 12.25 179
"469" 55 "Lp" NA NA 16.5 13 0 13.5 186 71 "control" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 10.75 115
"470" 55 "Lp" NA NA 25 21 28 25.5 186 15.5 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 24.875 170.5
"471" 56 "Pm" NA NA 6 2 0 6 187 184 "control" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 3.5 3
"472" 56 "Pm" NA NA 15 11.5 11.5 13.5 187 9.1 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 12.875 177.9
"473" 57 "Pt" NA NA 5 0 0 10 187 70 "control" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 3.75 117
"474" 57 "Pt" NA NA 27.5 27.5 28.5 20.5 187 16.5 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 26 170.5
"475" 58 "Be" NA NA 20.5 18 17 20 187 62 "control" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 18.875 125
"476" 58 "Be" NA NA 29.5 35.5 0 27.5 187 9.3 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 23.125 177.7
"477" 59 "Ra" NA NA 21 13 25.5 25.5 187 10.1 "control" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 21.25 176.9
"478" 59 "Ra" NA NA 27 22 20.5 37.5 187 0.7 "nitrogen" 2020-05-18 "11h00" "12h30" 1 NA NA NA "spring_2022" 26.75 186.3
"479" 60 "To" NA NA 27.5 0 0 20 187 4.2 "control" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 11.875 182.8
"480" 60 "To" NA NA 26.5 0 24 0 187 5.3 "nitrogen" 2020-05-18 "11h00" "12h30" 0 NA NA NA "spring_2022" 12.625 181.7
"481" 1 "To" "Dc" "Ra" 12 12.5 0 0 218 31 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 6.125 187
"482" 1 "To" "Dc" "Ra" 17 22 30.5 28.5 218 6.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 24.5 211.8
"483" 2 "Cb" "Dc" "Pg" 9 10 8.5 22.5 218 117 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 12.5 101
"484" 2 "Cb" "Dc" "Pg" 17.5 22.5 20 14 218 1.8 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 18.5 216.2
"485" 3 "Fr" "Hl" "Ra" 5.5 23.5 14 38.5 218 100 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 20.375 118
"486" 3 "Fr" "Hl" "Ra" 34 20 41 52.5 218 2.1 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 36.875 215.9
"487" 4 "Lp" "Pt" "Dc" 36 35 21.5 26 218 39 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 29.625 179
"488" 4 "Lp" "Pt" "Dc" 37 42.5 29 28 218 4.8 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 34.125 213.2
"489" 5 "Be" "Hl" "Dc" 0 16 27.5 25 218 40 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 17.125 178
"490" 5 "Be" "Hl" "Dc" 40 37 33.5 41.5 218 4.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 38 213.8
"491" 6 "Fr" "To" "Ra" 21 17 8 22.5 218 105 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 17.125 113
"492" 6 "Fr" "To" "Ra" 52 82 49 58.5 218 0.5 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 60.375 217.5
"493" 7 "Lp" "Cb" "Sp" 25 18 9 17 218 53 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 17.25 165
"494" 7 "Lp" "Cb" "Sp" 29.5 42 24.5 22 218 4.5 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 29.5 213.5
"495" 8 "Pt" "Dc" "Sp" 11.5 9 4 10.5 218 50 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 8.75 168
"496" 8 "Pt" "Dc" "Sp" 14 14.5 25 32 218 6.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 21.375 211.8
"497" 9 "Fr" "Pt" "Pm" 21 15 34 33 218 100 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 25.75 118
"498" 9 "Fr" "Pt" "Pm" 37 44 50 42 218 26 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 43.25 192
"499" 10 "Be" "To" "Dc" 33.5 28 28.5 24 218 10.4 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 28.5 207.6
"500" 10 "Be" "To" "Dc" 29 35 43.5 31 218 5.6 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 34.625 212.4
"501" 11 "Pt" "Cb" "Sp" 5 4 14 20 215 13.2 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 10.75 201.8
"502" 11 "Pt" "Cb" "Sp" 26 18 22 0 215 16 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 16.5 199
"503" 12 "Be" "Fr" "Dc" 29 22.5 32.5 31 215 28 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 28.75 187
"504" 12 "Be" "Fr" "Dc" 29.5 45 48 0 215 5.8 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 30.625 209.2
"505" 13 "Be" "Hl" "To" 15 40 4 0 215 13.5 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 14.75 201.5
"506" 13 "Be" "Hl" "To" 0 22.5 27 38 215 9.6 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 21.875 205.4
"507" 14 "Sp" "Ra" "Pm" 7.5 11 0 7 215 100 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 6.375 115
"508" 14 "Sp" "Ra" "Pm" 31.5 29 25 24 215 3.1 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 27.375 211.9
"509" 15 "Be" "Pg" "Ra" 14 12.5 29.5 12.5 215 17 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 17.125 198
"510" 15 "Be" "Pg" "Ra" 30.5 25 30 35 215 0.7 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 30.125 214.3
"511" 16 "Be" "Pt" "Pm" 21.5 25 5 8 215 51 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 14.875 164
"512" 16 "Be" "Pt" "Pm" 12 29 21 10 215 15 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 18 200
"513" 17 "Be" "Pt" "To" 13 18.5 15 0 210 36 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 11.625 174
"514" 17 "Be" "Pt" "To" 35 18.5 30.5 21 210 13.7 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 26.25 196.3
