plot_ID	species_1	species_2	species_3	heigth_A	heigth_B	heigth_C	heigth_D	PAR_sup	PAR_inf	treatement	date	PAR_start	PAR_end	first_flower	
5	Be	Hl	Dc	46	44	37.5	43.5	197	4.4	1	06.04.2022	12h00	13h00	NA	
6	Fr	To	Ra	21	19.5	13	31	193	6	0	06.04.2022	12h00	13h00	NA	
6	Fr	To	Ra	24	62.5	43	59	193	15.1	1	06.04.2022	12h00	13h00	NA	
7	Lp	Cb	Sp	19	18	9	13	193	2.8	0	06.04.2022	12h00	13h00	NA	
7	Lp	Cb	Sp	33	47	27	19	193	48	1	06.04.2022	12h00	13h00	NA	
8	Pt	Dc	Sp	11.5	8.5	6	8	193	1.5	0	06.04.2022	12h00	13h00	NA	
8	Pt	Dc	Sp	14.5	12	18	23	193	120	1	06.04.2022	12h00	13h00	NA	
9	Fr	Pt	Pm	22.5	16	25	33.5	193	65	0	06.04.2022	12h00	13h00	NA	
9	Fr	Pt	Pm	59	53.5	55	49	197	22	1	06.04.2022	12h00	13h00	NA	
10	Be	To	Dc	28.5	33.5	19	22	197	10.1	0	06.04.2022	12h00	13h00	NA	
10	Be	To	Dc	29	34.5	46	37.5	197	7.6	1	06.04.2022	12h00	13h00	NA	
11	Pt	Cb	Sp	0	2	14.5	20.5	197	80	0	06.04.2022	12h00	13h00	NA	
11	Pt	Cb	Sp	22.5	17	22.5	0	197	20.4	1	06.04.2022	12h00	13h00	NA	
12	Be	Fr	Dc	24.5	22.5	28.5	35	197	30	0	06.04.2022	12h00	13h00	NA	
12	Be	Fr	Dc	32	46	42	37.5	197	5.2	1	06.04.2022	12h00	13h00	NA	
13	Be	Hl	To	23	25	0	29.5	194	62	0	06.04.2022	12h00	13h00	NA	
13	Be	Hl	To	0	50	45	2	194	10.4	1	06.04.2022	12h00	13h00	NA	
14	Sp	Ra	Pm	8	11.5	0	7	194	191	0	06.04.2022	12h00	13h00	NA	
14	Sp	Ra	Pm	31.5	32	22	30.5	194	2.5	1	06.04.2022	12h00	13h00	NA	
15	Be	Pg	Ra	16	12	25.5	16.5	194	22	0	06.04.2022	12h00	13h00	NA	
15	Be	Pg	Ra	32	32	38	21.5	194	1.2	1	06.04.2022	12h00	13h00	NA	
16	Be	Pt	Pm	19	23	16.5	9	194	48	0	06.04.2022	12h00	13h00	NA	
16	Be	Pt	Pm	14.5	13	38	10.5	194	4.8	1	06.04.2022	12h00	13h00	NA	
17	Be	Pt	To	11	0	16	0	194	138	0	06.04.2022	12h00	13h00	NA	
17	Be	Pt	To	39.5	30	36	21	194	21	1	06.04.2022	12h00	13h00	NA	
18	Be	Cb	Ra	14.5	9	22.5	13	194	61	0	06.04.2022	12h00	13h00	NA	
18	Be	Cb	Ra	29	25	24	29.5	194	1.6	1	06.04.2022	12h00	13h00	NA	
19	Cb	To	Ra	15	11	9.5	0	194	28	0	06.04.2022	12h00	13h00	NA	
19	Cb	To	Ra	23	21	20	26.5	194	0.9	1	06.04.2022	12h00	13h00	NA	
20	Pt	Dc	Pg	0	0	10	7	194	194	0	06.04.2022	12h00	13h00	NA	
20	Pt	Dc	Pg	14	17	15	16	194	7.8	1	06.04.2022	12h00	13h00	NA	
21	Pt	Cb	Ra	17.5	10	12.5	12.5	193	11.4	0	06.04.2022	12h00	13h00	NA	
21	Pt	Cb	Ra	21	22.5	30	33.5	193	2.3	1	06.04.2022	12h00	13h00	NA	
22	Cb	To	Pm	6.5	0	9	0	193	120	0	06.04.2022	12h00	13h00	NA	
22	Cb	To	Pm	14.5	15	15	0	193	10.3	1	06.04.2022	12h00	13h00	NA	
23	Lp	To	Ra	25	24	16	12	193	11.3	0	06.04.2022	12h00	13h00	NA	
23	Lp	To	Ra	53	39	49	36.5	193	2.7	1	06.04.2022	12h00	13h00	NA	
24	Be	Pt	Pg	26	21.5	26	41	193	5.4	0	06.04.2022	12h00	13h00	NA	
24	Be	Pt	Pg	35	38	32	31.5	193	2.1	1	06.04.2022	12h00	13h00	NA	
25	Be	Ra	Pm	25	16	18	9	193	170	0	06.04.2022	12h00	13h00	NA	
25	Be	Ra	Pm	42.5	40.5	48	50.5	193	1.5	1	06.04.2022	12h00	13h00	NA	
26	Fr	Hl	To	39	43.5	0	0	193	15	0	06.04.2022	12h00	13h00	NA	
26	Fr	Hl	To	45	50.5	53.5	64	193	3.8	1	06.04.2022	12h00	13h00	NA	
27	Hl	Sp	Pg	24	36	55	8.5	193	72	0	06.04.2022	12h00	13h00	NA	
27	Hl	Sp	Pg	34	16	47	58.5	193	20.4	1	06.04.2022	12h00	13h00	NA	
28	Fr	Hl	Dc	0	22	0	62	193	45	0	06.04.2022	12h00	13h00	NA	
28	Fr	Hl	Dc	0	54	57	61	193	25	1	06.04.2022	12h00	13h00	NA	
29	Hl	Lp	Ra	20	24	28	21	196	33	0	06.04.2022	12h00	13h00	NA	
29	Hl	Lp	Ra	27.5	25	53	44	196	3.5	1	06.04.2022	12h00	13h00	NA	
30	Fr	Ra	Pm	20	11.5	8.5	16	196	56	0	06.04.2022	12h00	13h00	NA	
30	Fr	Ra	Pm	31	19.5	34	31	196	4	1	06.04.2022	12h00	13h00	NA	
31	Pt	Pg	Ra	14.5	31	20	27	196	4.1	0	06.04.2022	12h00	13h00	NA	
31	Pt	Pg	Ra	34	41	33	37.5	196	0.31	1	06.04.2022	12h00	13h00	NA	
32	Be	Pt	Sp	12	12.5	26	14	196	96	0	06.04.2022	12h00	13h00	NA	
32	Be	Pt	Sp	39	0	23.5	38	196	16.8	1	06.04.2022	12h00	13h00	NA	
33	Be	Sp	Ra	14.5	0	15	4.5	196	38	0	06.04.2022	12h00	13h00	NA	
33	Be	Sp	Ra	40	39	43	21.5	196	6.5	1	06.04.2022	12h00	13h00	NA	
34	Fr	Pt	Sp	53	48	19	49	196	51	0	06.04.2022	12h00	13h00	NA	
34	Fr	Pt	Sp	50	49.5	48	54	196	5.3	1	06.04.2022	12h00	13h00	NA	
35	Hl	Pt	Ra	13	31	46	31.5	192	120	0	06.04.2022	12h00	13h00	NA	
35	Hl	Pt	Ra	58	65.5	39	0	192	9.7	1	06.04.2022	12h00	13h00	NA	
36	Fr	To	Dc	38	48	55	47.5	192	6.8	0	06.04.2022	12h00	13h00	NA	
36	Fr	To	Dc	55.5	40.5	50	55	192	8.8	1	06.04.2022	12h00	13h00	NA	
37	Lp	Cb	Pg	24.5	0	0	0	190	20	0	06.04.2022	12h00	13h00	NA	
37	Lp	Cb	Pg	0	0	28	43	190	45	1	06.04.2022	12h00	13h00	NA	
38	Hl	Pg	Pm	18	44	20	20.5	190	109	0	06.04.2022	12h00	13h00	NA	
38	Hl	Pg	Pm	51.5	36	70	44	190	0.44	1	06.04.2022	12h00	13h00	NA	
39	Be	Fr	To	25.5	15	22	22.5	190	43	0	06.04.2022	12h00	13h00	NA	
39	Be	Fr	To	29	23.5	38.5	27	190	5.1	1	06.04.2022	12h00	13h00	NA	
40	Cb	Ra	Pm	14	15	10.5	13	190	9.1	0	06.04.2022	12h00	13h00	NA	
40	Cb	Ra	Pm	28	20.5	28.5	29.5	190	3	1	06.04.2022	12h00	13h00	NA	
41	Fr	Pt	Cb	0	0	16	10.5	190	52	0	06.04.2022	12h00	13h00	NA	
41	Fr	Pt	Cb	0	54	40	48.5	190	2.9	1	06.04.2022	12h00	13h00	NA	
42	Be	Hl	Pt	59	0	33	56.5	190	152	0	06.04.2022	12h00	13h00	NA	
42	Be	Hl	Pt	57	63	52	62	190	10	1	06.04.2022	12h00	13h00	NA	
43	Lp	Cb	Dc	15.5	19.5	0	16.5	190	18.6	0	06.04.2022	12h00	13h00	NA	
43	Lp	Cb	Dc	16.5	0	4	21.5	190	8.3	1	06.04.2022	12h00	13h00	NA	
44	Lp	Cb	Ra	15	22.5	16	15	190	90	0	06.04.2022	12h00	13h00	NA	
44	Lp	Cb	Ra	53	49	59.5	37.5	190	1	1	06.04.2022	12h00	13h00	NA	
45	Fr	Hl	Sp	21	30	52	47.5	190	25	0	06.04.2022	12h00	13h00	NA	
45	Fr	Hl	Sp	49	49.5	40.5	57	190	3.3	1	06.04.2022	12h00	13h00	NA	
46	Be	Lp	Dc	26	25	0	43	190	43	0	06.04.2022	12h00	13h00	NA	
46	Be	Lp	Dc	47	58	46.5	54	190	1.8	1	06.04.2022	12h00	13h00	NA	
47	Fr	Lp	Pt	36.5	44	38	0	190	25	0	06.04.2022	12h00	13h00	NA	
47	Fr	Lp	Pt	34	29	31	62.5	190	3.2	1	06.04.2022	12h00	13h00	NA	
48	Pg	Ra	Pm	18	15	20.5	30	190	8	0	06.04.2022	12h00	13h00	NA	
48	Pg	Ra	Pm	42.5	47	75	53	190	0.6	1	06.04.2022	12h00	13h00	NA	
49	Pg	-	-	4	0	5	3	197	197	0	06.04.2022	12h00	13h00	1	
49	Pg	-	-	16	15.5	13.5	20	197	11.2	1	06.04.2022	12h00	13h00	1	
50	Sp	-	-	4	3	3	2	197	197	0	06.04.2022	12h00	13h00	0	
50	Sp	-	-	15.5	15	14.5	13.5	197	15.1	1	06.04.2022	12h00	13h00	1	
51	Cb	-	-	7.5	0	0	4.5	197	181	0	06.04.2022	12h00	13h00	0	
51	Cb	-	-	17.5	17.5	20	19	197	8.7	1	06.04.2022	12h00	13h00	0	
52	Dc	-	-	0	0	13.5	0	197	28	0	06.04.2022	12h00	13h00	1	
52	Dc	-	-	0	0	9	0	197	65	1	06.04.2022	12h00	13h00	1	
53	Fr	-	-	36.5	0	39.5	37	197	70	0	06.04.2022	12h00	13h00	0	
53	Fr	-	-	43.5	0	53	49	197	16.2	1	06.04.2022	12h00	13h00	0	
54	Hl	-	-	0	48.5	0	16	197	80	0	06.04.2022	12h00	13h00	1	
54	Hl	-	-	0	0	62.5	0	197	7.4	1	06.04.2022	12h00	13h00	1	
55	Lp	-	-	18.5	0	0	14	197	130	0	06.04.2022	12h00	13h00	0	
55	Lp	-	-	24.5	19	29	36	197	24	1	06.04.2022	12h00	13h00	0	
56	Pm	-	-	8	2.5	0	5.5	194	194	0	06.04.2022	12h00	13h00	1	
56	Pm	-	-	15.5	13	16	14	194	7.7	1	06.04.2022	12h00	13h00	1	
57	Pt	-	-	6	8	0	8.5	194	92	0	06.04.2022	12h00	13h00	0	
57	Pt	-	-	28	34.5	33.5	0	194	16.4	1	06.04.2022	12h00	13h00	0	
58	Be	-	-	23	0	18.5	24	194	98	0	06.04.2022	12h00	13h00	0	
58	Be	-	-	35	39	0	34.5	194	7.3	1	06.04.2022	12h00	13h00	0	
59	Ra	-	-	19	15	21.5	22.5	194	8.8	0	06.04.2022	12h00	13h00	1	
59	Ra	-	-	25	27.5	28.5	3	194	1.9	1	06.04.2022	12h00	13h00	1	
60	To	-	-	15	0	0	19	194	1.9	0	06.04.2022	12h00	13h00	0	
60	To	-	-	30.5	0	28	0	194	8.2	1	06.04.2022	12h00	13h00	0	
